,Region,Department Store,No Opinion,Shoes,Thrift/Vintage
474,1,0,0,0,1
475,1,0,1,0,0
476,1,0,0,1,0
477,1,0,1,0,0
478,1,0,0,1,0
479,1,0,0,0,1
480,1,0,1,0,0
481,1,1,0,0,0
482,1,0,1,0,0
483,1,0,1,0,0
484,1,1,0,0,0
485,1,0,1,0,0
486,1,0,0,0,1
487,1,0,0,1,0
488,1,0,0,0,1
489,1,0,0,0,1
490,1,0,0,1,0
491,1,0,1,0,0
492,1,0,1,0,0
493,1,0,1,0,0
494,1,0,1,0,0
495,1,0,0,1,0
496,1,0,1,0,0
497,1,0,1,0,0
498,1,1,0,0,0
499,1,0,1,0,0
500,1,0,0,0,1
501,1,0,0,0,1
502,1,0,1,0,0
503,1,1,0,0,0
504,1,1,0,0,0
505,1,1,0,0,0
506,1,1,0,0,0
507,1,1,0,0,0
508,1,0,0,0,1
509,1,1,0,0,0
510,1,0,0,0,1
511,1,1,0,0,0
512,1,0,0,0,1
513,1,0,0,1,0
514,1,0,1,0,0
515,1,0,0,1,0
516,1,0,1,0,0
517,1,1,0,0,0
518,1,0,0,1,0
519,1,0,1,0,0
520,1,0,0,0,1
521,1,0,0,1,0
522,1,0,1,0,0
523,1,0,1,0,0
524,1,0,0,1,0
525,1,0,1,0,0
526,1,0,0,1,0
527,1,0,1,0,0
528,1,0,0,0,1
529,1,0,0,1,0
530,1,1,0,0,0
531,1,0,1,0,0
532,1,0,1,0,0
533,1,1,0,0,0
534,1,0,0,0,1
535,1,0,1,0,0
536,1,1,0,0,0
537,1,0,0,0,1
538,1,0,1,0,0
539,1,0,1,0,0
540,1,0,0,1,0
541,1,0,1,0,0
542,1,1,0,0,0
543,1,0,0,1,0
544,1,1,0,0,0
545,1,0,1,0,0
546,1,0,0,0,1
547,1,0,0,1,0
548,1,0,0,0,1
549,1,1,0,0,0
550,1,0,1,0,0
551,1,0,0,0,1
552,1,0,0,0,1
553,1,1,0,0,0
554,1,0,1,0,0
555,1,0,1,0,0
556,1,0,1,0,0
557,1,0,0,1,0
558,1,0,1,0,0
559,1,0,1,0,0
560,1,1,0,0,0
561,1,0,0,1,0
562,1,0,1,0,0
563,1,0,1,0,0
564,1,0,1,0,0
565,1,1,0,0,0
566,1,0,1,0,0
567,1,1,0,0,0
568,1,0,0,1,0
569,1,0,1,0,0
570,1,0,0,0,1
571,1,0,1,0,0
572,1,1,0,0,0
573,1,0,0,0,1
574,1,0,1,0,0
575,1,0,0,0,1
576,1,0,0,0,1
577,1,0,0,0,1
578,1,0,0,0,1
579,1,1,0,0,0
580,1,0,0,1,0
581,1,1,0,0,0
582,1,0,1,0,0
583,1,0,1,0,0
584,1,1,0,0,0
585,1,1,0,0,0
586,1,0,0,1,0
587,1,0,1,0,0
588,1,1,0,0,0
589,1,0,1,0,0
590,1,1,0,0,0
591,1,0,0,0,1
592,2,0,1,0,0
593,2,0,0,0,1
594,2,0,1,0,0
595,2,0,1,0,0
596,2,0,0,1,0
597,2,0,1,0,0
598,2,0,0,0,1
599,2,1,0,0,0
600,2,0,0,1,0
601,2,0,0,1,0
602,2,0,0,1,0
603,2,1,0,0,0
604,2,1,0,0,0
605,2,0,0,1,0
606,2,0,0,1,0
607,2,0,0,1,0
608,2,0,1,0,0
609,2,0,1,0,0
610,2,0,1,0,0
611,2,0,1,0,0
612,2,0,0,1,0
613,2,0,1,0,0
614,2,0,0,1,0
615,2,0,0,1,0
616,2,0,1,0,0
617,2,0,0,1,0
618,2,1,0,0,0
619,2,0,0,1,0
620,2,1,0,0,0
621,2,0,1,0,0
622,2,1,0,0,0
623,2,0,0,1,0
624,2,1,0,0,0
625,2,1,0,0,0
626,2,0,1,0,0
627,2,0,1,0,0
628,2,0,0,1,0
629,2,0,0,1,0
630,2,0,1,0,0
631,2,0,0,1,0
632,2,0,0,0,1
633,2,0,1,0,0
634,2,0,0,1,0
635,2,1,0,0,0
636,2,0,0,1,0
637,2,0,0,1,0
638,2,0,1,0,0
639,2,0,0,1,0
640,2,0,1,0,0
641,2,0,1,0,0
642,2,0,1,0,0
643,2,0,0,1,0
644,2,0,0,1,0
645,2,0,0,0,1
646,2,1,0,0,0
647,2,0,1,0,0
648,2,0,0,1,0
649,2,0,0,0,1
650,2,0,1,0,0
651,2,0,0,1,0
652,2,0,1,0,0
653,2,0,1,0,0
654,2,1,0,0,0
655,2,0,0,1,0
656,2,0,0,1,0
657,2,0,1,0,0
658,2,0,1,0,0
659,2,0,0,1,0
660,2,0,1,0,0
661,2,0,0,1,0
662,2,0,0,1,0
663,2,0,0,1,0
664,2,0,0,1,0
665,2,1,0,0,0
666,2,1,0,0,0
667,2,0,0,0,1
668,2,0,0,0,1
669,2,0,0,1,0
670,2,0,1,0,0
671,2,0,0,1,0
672,2,0,0,0,1
673,2,0,0,0,1
674,2,0,0,0,1
675,2,0,0,1,0
676,2,0,0,1,0
677,2,0,1,0,0
678,2,0,1,0,0
679,2,0,0,0,1
680,2,0,0,1,0
681,2,0,0,0,1
682,2,0,1,0,0
683,2,0,1,0,0
684,2,0,0,1,0
685,2,1,0,0,0
686,2,1,0,0,0
687,2,0,1,0,0
688,2,0,1,0,0
689,2,0,1,0,0
690,2,0,0,1,0
691,2,0,0,1,0
692,2,1,0,0,0
693,2,0,1,0,0
694,2,0,1,0,0
695,2,1,0,0,0
696,2,0,0,1,0
697,2,0,1,0,0
698,2,0,1,0,0
699,2,1,0,0,0
700,2,0,0,1,0
701,2,0,0,1,0
702,2,0,0,0,1
703,2,0,1,0,0
704,2,1,0,0,0
705,2,0,0,1,0
706,2,0,0,1,0
707,2,0,1,0,0
708,2,0,1,0,0
709,2,0,0,1,0
710,2,0,0,0,1
711,2,0,1,0,0
712,2,0,1,0,0
713,2,0,0,1,0
714,2,0,1,0,0
715,2,0,1,0,0
716,2,0,0,1,0
717,2,0,0,1,0
718,2,0,1,0,0
719,2,1,0,0,0
720,2,0,0,1,0
721,2,0,0,0,1
722,2,0,0,1,0
723,2,0,1,0,0
724,2,0,0,1,0
725,2,0,0,1,0
726,2,1,0,0,0
727,2,0,1,0,0
728,2,0,0,1,0
729,2,0,1,0,0
730,2,0,0,1,0
731,2,0,0,1,0
732,2,0,0,1,0
733,2,0,0,1,0
734,2,0,1,0,0
735,2,1,0,0,0
736,2,0,0,1,0
737,2,0,1,0,0
738,2,0,0,0,1
739,2,1,0,0,0
740,2,0,0,1,0
741,2,0,0,0,1
742,2,0,1,0,0
743,2,0,0,0,1
744,2,0,0,1,0
745,2,1,0,0,0
746,2,0,1,0,0
747,2,0,0,0,1
748,2,1,0,0,0
749,2,0,1,0,0
750,2,0,1,0,0
751,2,1,0,0,0
752,2,1,0,0,0
753,3,1,0,0,0
754,3,0,1,0,0
755,3,0,0,0,1
756,3,0,0,0,1
757,3,1,0,0,0
758,3,0,0,0,1
759,3,0,0,1,0
760,3,0,1,0,0
761,3,0,0,0,1
762,3,0,0,1,0
763,3,0,0,0,1
764,3,0,0,1,0
765,3,1,0,0,0
766,3,1,0,0,0
767,3,1,0,0,0
768,3,1,0,0,0
769,3,0,0,0,1
770,3,0,1,0,0
771,3,0,1,0,0
772,3,0,1,0,0
773,3,0,1,0,0
774,3,0,0,0,1
775,3,0,1,0,0
776,3,1,0,0,0
777,3,0,1,0,0
778,3,1,0,0,0
779,3,0,1,0,0
780,3,1,0,0,0
781,3,0,1,0,0
782,3,1,0,0,0
783,3,0,1,0,0
784,3,0,0,1,0
785,3,0,0,0,1
786,3,1,0,0,0
787,3,0,0,0,1
788,3,0,1,0,0
789,3,0,0,1,0
790,3,0,0,1,0
791,3,0,0,0,1
792,3,0,1,0,0
793,3,0,1,0,0
794,3,0,0,0,1
795,3,0,0,1,0
796,3,0,0,1,0
797,3,0,0,1,0
798,3,0,1,0,0
799,3,0,0,0,1
800,3,0,1,0,0
801,3,0,1,0,0
802,3,1,0,0,0
803,3,0,1,0,0
804,3,1,0,0,0
805,3,0,1,0,0
806,3,0,1,0,0
807,3,0,1,0,0
808,3,0,0,0,1
809,3,0,1,0,0
810,3,0,0,1,0
811,3,0,1,0,0
812,3,0,1,0,0
813,3,1,0,0,0
814,3,1,0,0,0
815,3,0,0,1,0
816,3,0,1,0,0
817,3,0,0,0,1
818,3,0,0,0,1
819,3,1,0,0,0
820,3,0,1,0,0
821,3,0,0,0,1
822,3,0,0,0,1
823,3,0,1,0,0
824,3,0,1,0,0
825,3,0,0,1,0
826,3,0,0,0,1
827,3,1,0,0,0
828,3,0,0,0,1
829,3,0,1,0,0
830,3,0,1,0,0
831,3,0,0,0,1
832,3,1,0,0,0
833,3,1,0,0,0
834,3,0,1,0,0
835,3,0,1,0,0
836,3,0,0,0,1
837,3,0,0,1,0
838,3,1,0,0,0
839,3,1,0,0,0
840,3,1,0,0,0
841,3,0,0,0,1
842,3,1,0,0,0
843,3,1,0,0,0
844,3,0,1,0,0
845,3,0,1,0,0
846,3,0,1,0,0
847,3,0,0,0,1
848,3,0,0,1,0
849,3,0,0,1,0
850,3,0,1,0,0
851,3,0,0,1,0
852,3,0,1,0,0
853,3,1,0,0,0
854,3,0,0,1,0
855,3,0,1,0,0
856,3,0,0,1,0
857,3,0,0,0,1
858,3,0,1,0,0
859,3,0,1,0,0
860,3,1,0,0,0
861,3,0,0,0,1
862,3,0,1,0,0
863,3,0,1,0,0
864,3,1,0,0,0
865,3,0,0,1,0
866,3,0,1,0,0
867,3,0,0,0,1
868,3,0,1,0,0
869,3,1,0,0,0
870,3,1,0,0,0
871,3,1,0,0,0
872,3,0,0,1,0
873,3,0,1,0,0
874,3,0,1,0,0
875,3,0,1,0,0
876,3,0,1,0,0
877,3,1,0,0,0
878,3,0,1,0,0
879,3,1,0,0,0
880,3,1,0,0,0
881,3,0,1,0,0
882,3,1,0,0,0
883,3,0,0,0,1
884,3,1,0,0,0
885,3,0,0,0,1
886,3,0,0,1,0
887,3,0,0,0,1
888,3,0,0,0,1
889,3,0,0,1,0
890,3,0,1,0,0
891,3,0,1,0,0
892,3,0,1,0,0
893,3,0,1,0,0
894,3,0,1,0,0
895,3,0,0,1,0
896,3,0,1,0,0
897,3,0,1,0,0
898,3,0,1,0,0
899,3,0,1,0,0
900,3,0,1,0,0
901,3,0,1,0,0
902,3,1,0,0,0
903,3,0,0,1,0
904,3,0,1,0,0
905,3,0,1,0,0
906,3,0,1,0,0
907,3,1,0,0,0
908,3,1,0,0,0
909,3,0,1,0,0
910,3,0,0,0,1
911,3,0,1,0,0
912,3,0,0,1,0
913,3,0,0,1,0
914,3,1,0,0,0
915,3,0,1,0,0
916,3,1,0,0,0
917,3,1,0,0,0
918,3,0,1,0,0
919,3,0,1,0,0
920,3,0,1,0,0
921,3,0,1,0,0
922,3,0,0,0,1
923,3,0,1,0,0
924,3,1,0,0,0
925,3,0,0,1,0
926,3,1,0,0,0
927,3,0,0,0,1
928,3,0,1,0,0
929,3,0,0,0,1
930,3,0,0,1,0
931,3,0,0,0,1
932,3,0,0,1,0
933,3,1,0,0,0
934,3,0,0,1,0
935,3,0,1,0,0
936,3,1,0,0,0
937,3,1,0,0,0
938,3,0,0,1,0
939,3,1,0,0,0
940,3,0,0,1,0
941,3,0,1,0,0
942,3,0,1,0,0
943,3,0,1,0,0
944,3,0,1,0,0
945,3,0,1,0,0
946,3,0,0,1,0
947,3,0,0,0,1
948,3,0,1,0,0
949,3,0,0,0,1
950,3,0,1,0,0
951,3,0,1,0,0
952,3,0,1,0,0
953,3,1,0,0,0
954,3,0,1,0,0
955,3,0,0,1,0
956,3,1,0,0,0
957,3,1,0,0,0
958,3,1,0,0,0
959,3,0,0,1,0
960,3,0,0,0,1
961,3,0,1,0,0
962,3,0,1,0,0
963,3,0,0,0,1
964,3,0,0,1,0
965,3,0,0,0,1
966,3,0,1,0,0
967,3,0,1,0,0
968,3,0,0,0,1
969,3,1,0,0,0
970,3,1,0,0,0
971,3,0,0,1,0
972,3,1,0,0,0
973,3,0,0,1,0
974,3,1,0,0,0
975,3,0,0,0,1
976,3,0,1,0,0
977,3,1,0,0,0
978,3,0,0,0,1
979,3,1,0,0,0
980,3,0,0,1,0
981,3,1,0,0,0
982,3,1,0,0,0
983,3,0,1,0,0
984,3,0,1,0,0
985,3,0,0,0,1
986,3,0,0,1,0
987,3,0,1,0,0
988,3,1,0,0,0
989,3,1,0,0,0
990,3,0,1,0,0
991,3,0,0,0,1
992,3,0,1,0,0
993,3,1,0,0,0
994,3,0,0,1,0
995,3,0,0,1,0
996,3,0,0,0,1
997,3,0,1,0,0
998,3,1,0,0,0
999,3,0,0,1,0
1000,3,0,1,0,0
1001,3,0,0,1,0
1002,3,0,0,0,1
1003,3,0,0,1,0
1004,3,0,0,1,0
1005,3,0,0,1,0
1006,3,0,1,0,0
1007,3,0,0,1,0
1008,3,0,0,0,1
1009,3,0,0,0,1
1010,3,1,0,0,0
1011,3,0,1,0,0
1012,3,0,1,0,0
1013,3,0,0,0,1
1014,3,0,0,1,0
1015,3,0,1,0,0
1016,3,1,0,0,0
1017,3,0,0,1,0
1018,3,0,0,0,1
1019,3,0,0,1,0
1020,3,0,1,0,0
1021,3,0,0,0,1
1022,3,1,0,0,0
1023,3,1,0,0,0
1024,3,1,0,0,0
1025,3,0,1,0,0
1026,3,1,0,0,0
1027,3,1,0,0,0
1028,3,0,1,0,0
1029,3,0,1,0,0
1030,3,0,1,0,0
1031,3,0,1,0,0
1032,3,0,0,0,1
1033,3,0,0,1,0
1034,3,0,0,0,1
1035,3,0,1,0,0
1036,3,0,1,0,0
1037,3,0,1,0,0
1038,3,1,0,0,0
1039,3,0,0,1,0
1040,3,0,0,1,0
1041,3,0,0,1,0
1042,3,0,1,0,0
1043,3,0,1,0,0
1044,3,1,0,0,0
1045,3,0,0,0,1
1046,3,0,0,1,0
1047,3,1,0,0,0
1048,3,0,0,0,1
1049,3,1,0,0,0
1050,3,0,1,0,0
1051,3,0,1,0,0
1052,3,0,1,0,0
1053,3,0,1,0,0
1054,3,1,0,0,0
1055,3,1,0,0,0
1056,3,0,0,0,1
1057,3,0,0,1,0
1058,3,0,0,1,0
1059,3,0,0,0,1
1060,3,0,0,0,1
1061,3,1,0,0,0
1062,3,0,1,0,0
1063,3,0,0,0,1
1064,3,0,0,0,1
1065,3,0,0,0,1
1066,3,0,0,0,1
1067,3,1,0,0,0
1068,3,0,0,1,0
1069,3,1,0,0,0
1070,3,0,0,1,0
1071,3,0,1,0,0
1072,3,0,1,0,0
1073,3,0,1,0,0
1074,3,0,0,1,0
1075,3,0,1,0,0
1076,3,0,0,0,1
1077,4,0,0,1,0
1078,4,0,0,1,0
1079,4,0,1,0,0
1080,4,1,0,0,0
1081,4,0,0,1,0
1082,4,0,1,0,0
1083,4,0,0,1,0
1084,4,0,0,1,0
1085,4,1,0,0,0
1086,4,0,0,1,0
1087,4,0,0,1,0
1088,4,0,0,1,0
1089,4,0,1,0,0
1090,4,0,0,1,0
1091,4,0,0,0,1
1092,4,0,0,0,1
1093,4,0,1,0,0
1094,4,0,0,0,1
1095,4,0,1,0,0
1096,4,0,0,1,0
1097,4,0,0,1,0
1098,4,0,1,0,0
1099,4,0,1,0,0
1100,4,0,0,1,0
1101,4,0,0,1,0
1102,4,0,0,1,0
1103,4,0,1,0,0
1104,4,0,0,1,0
1105,4,0,0,1,0
1106,4,0,1,0,0
1107,4,0,0,1,0
1108,4,0,0,1,0
1109,4,0,0,1,0
1110,4,1,0,0,0
1111,4,0,0,1,0
1112,4,0,0,1,0
1113,4,0,1,0,0
1114,4,0,0,1,0
1115,4,0,0,0,1
1116,4,0,0,0,1
1117,4,0,0,1,0
1118,4,0,0,1,0
1119,4,0,0,1,0
1120,4,0,0,1,0
1121,4,0,1,0,0
1122,4,1,0,0,0
1123,4,0,1,0,0
1124,4,0,0,1,0
1125,4,0,0,1,0
1126,4,0,0,0,1
1127,4,0,0,1,0
1128,4,0,0,1,0
1129,4,0,0,1,0
1130,4,0,0,1,0
1131,4,0,1,0,0
1132,4,1,0,0,0
1133,4,0,0,1,0
1134,4,0,0,0,1
1135,4,0,0,0,1
1136,4,0,0,1,0
1137,4,0,0,1,0
1138,4,0,0,1,0
1139,4,1,0,0,0
1140,4,0,0,0,1
1141,4,0,0,0,1
1142,4,0,0,1,0
1143,4,0,0,1,0
1144,4,0,0,1,0
1145,4,0,0,1,0
1146,4,0,0,1,0
1147,4,0,0,1,0
1148,4,0,0,1,0
