,Region,American Cuisine,Asian Cuisine,Drinks/Dessert,Latin Cuisine,No Opinion
95,0,0,0,0,1,0
96,0,0,0,1,0,0
97,0,0,0,0,0,1
98,0,0,1,0,0,0
99,0,0,0,0,1,0
100,0,1,0,0,0,0
101,0,1,0,0,0,0
102,0,0,0,0,0,1
103,0,0,0,0,1,0
104,0,0,0,0,1,0
105,0,0,0,1,0,0
106,0,0,0,0,1,0
107,0,1,0,0,0,0
108,0,1,0,0,0,0
109,0,1,0,0,0,0
110,0,0,0,1,0,0
111,0,0,0,0,1,0
112,0,0,0,0,0,1
113,0,1,0,0,0,0
114,0,0,0,0,1,0
115,0,1,0,0,0,0
116,0,0,0,0,1,0
117,0,0,1,0,0,0
118,0,0,1,0,0,0
119,0,0,0,1,0,0
120,0,1,0,0,0,0
121,0,0,0,1,0,0
122,0,0,0,1,0,0
123,0,0,0,0,1,0
124,0,1,0,0,0,0
125,0,0,0,0,0,1
126,0,0,0,1,0,0
127,0,1,0,0,0,0
128,0,0,0,0,1,0
129,0,0,0,0,1,0
130,0,1,0,0,0,0
131,0,0,0,0,0,1
132,0,0,0,0,0,1
133,0,0,1,0,0,0
134,0,0,1,0,0,0
135,0,0,0,0,0,1
136,0,0,0,0,0,1
137,0,1,0,0,0,0
138,0,0,0,1,0,0
139,0,1,0,0,0,0
140,0,0,0,0,0,1
141,0,0,0,0,0,1
142,0,0,0,1,0,0
143,0,0,0,0,0,1
144,0,1,0,0,0,0
145,0,1,0,0,0,0
146,1,0,0,0,1,0
147,1,0,1,0,0,0
148,1,0,0,0,1,0
149,1,0,0,1,0,0
150,1,0,0,0,0,1
151,1,0,0,0,0,1
152,1,0,1,0,0,0
153,1,0,1,0,0,0
154,1,0,1,0,0,0
155,1,0,1,0,0,0
156,1,0,0,0,1,0
157,1,0,1,0,0,0
158,1,0,0,1,0,0
159,1,0,0,0,0,1
160,1,0,0,0,0,1
161,1,1,0,0,0,0
162,1,0,0,1,0,0
163,1,0,1,0,0,0
164,1,0,1,0,0,0
165,1,0,0,0,1,0
166,1,0,0,0,0,1
167,1,0,1,0,0,0
168,1,0,1,0,0,0
169,1,0,1,0,0,0
170,1,1,0,0,0,0
171,1,0,0,0,1,0
172,1,0,0,1,0,0
173,1,1,0,0,0,0
174,1,0,0,1,0,0
175,1,0,0,1,0,0
176,1,1,0,0,0,0
177,1,0,0,0,1,0
178,1,1,0,0,0,0
179,1,0,1,0,0,0
180,1,0,1,0,0,0
181,1,0,0,1,0,0
182,1,0,0,1,0,0
183,1,0,0,0,1,0
184,1,0,0,1,0,0
185,1,0,0,0,1,0
186,1,0,1,0,0,0
187,1,0,0,1,0,0
188,1,0,0,0,0,1
189,1,0,1,0,0,0
190,1,0,0,0,1,0
191,1,0,0,0,1,0
192,1,0,1,0,0,0
193,1,0,0,1,0,0
194,1,0,0,0,1,0
195,1,0,0,0,1,0
196,1,0,0,0,0,1
197,1,0,0,0,1,0
198,1,0,0,1,0,0
199,1,0,0,0,0,1
200,1,0,1,0,0,0
201,1,0,1,0,0,0
202,1,1,0,0,0,0
203,1,0,1,0,0,0
204,1,1,0,0,0,0
205,1,1,0,0,0,0
206,1,0,0,0,0,1
207,1,0,1,0,0,0
208,1,1,0,0,0,0
209,1,0,0,1,0,0
210,1,0,0,0,0,1
211,1,1,0,0,0,0
212,1,0,0,0,0,1
213,1,0,0,0,0,1
214,1,0,0,1,0,0
215,1,0,1,0,0,0
216,1,1,0,0,0,0
217,1,0,1,0,0,0
218,1,0,0,0,0,1
219,1,0,0,0,1,0
220,1,0,0,0,1,0
221,1,0,1,0,0,0
222,1,1,0,0,0,0
223,1,0,0,1,0,0
224,1,0,0,0,1,0
225,1,0,0,0,1,0
226,1,0,0,0,0,1
227,1,0,0,0,1,0
228,1,0,1,0,0,0
229,1,0,1,0,0,0
230,1,0,0,1,0,0
231,1,0,1,0,0,0
232,1,0,0,1,0,0
233,1,0,1,0,0,0
234,1,0,0,1,0,0
235,1,0,0,0,0,1
236,1,0,0,1,0,0
237,1,1,0,0,0,0
238,1,0,0,0,0,1
239,1,0,0,1,0,0
240,1,0,0,0,0,1
241,1,0,1,0,0,0
242,1,0,0,0,1,0
243,1,0,0,0,1,0
244,1,0,0,0,1,0
245,1,0,0,0,0,1
246,1,0,0,1,0,0
247,1,0,0,1,0,0
248,1,0,1,0,0,0
249,1,0,0,0,1,0
250,1,0,1,0,0,0
251,1,1,0,0,0,0
252,1,0,0,1,0,0
253,1,0,0,0,1,0
254,1,0,0,0,1,0
255,1,0,0,1,0,0
256,1,0,0,0,0,1
257,1,0,1,0,0,0
258,1,0,1,0,0,0
259,1,0,1,0,0,0
260,1,0,1,0,0,0
261,1,0,0,0,1,0
262,1,0,0,0,1,0
263,1,0,0,1,0,0
264,1,0,0,0,1,0
265,1,0,0,1,0,0
266,1,0,0,1,0,0
267,1,1,0,0,0,0
268,1,0,0,0,0,1
269,1,0,1,0,0,0
270,1,0,0,0,0,1
271,1,0,1,0,0,0
272,1,0,0,0,1,0
273,1,0,0,0,1,0
274,1,1,0,0,0,0
275,1,0,0,0,0,1
276,1,0,1,0,0,0
277,1,0,0,1,0,0
278,1,0,1,0,0,0
279,1,0,0,0,1,0
280,1,0,0,0,0,1
281,1,0,1,0,0,0
282,1,0,0,0,0,1
283,1,0,1,0,0,0
284,1,1,0,0,0,0
285,1,0,0,1,0,0
286,1,0,0,1,0,0
287,1,0,0,0,0,1
288,1,0,0,0,1,0
289,1,0,0,0,0,1
290,1,0,1,0,0,0
291,1,0,0,1,0,0
292,1,0,0,0,1,0
293,1,0,1,0,0,0
294,1,1,0,0,0,0
295,1,0,0,1,0,0
296,1,0,0,0,1,0
297,1,0,1,0,0,0
298,1,0,0,1,0,0
299,1,0,1,0,0,0
300,1,0,1,0,0,0
301,1,0,0,0,1,0
302,1,0,1,0,0,0
303,1,0,0,0,0,1
304,1,0,1,0,0,0
305,1,0,1,0,0,0
306,1,0,0,1,0,0
307,1,0,0,0,0,1
308,1,0,1,0,0,0
309,1,1,0,0,0,0
310,1,0,0,0,1,0
311,1,0,0,0,1,0
312,1,0,0,0,0,1
313,1,0,0,0,0,1
314,1,0,0,0,0,1
315,1,1,0,0,0,0
316,1,1,0,0,0,0
317,1,0,1,0,0,0
318,1,0,0,0,0,1
319,1,0,0,0,0,1
320,1,0,1,0,0,0
321,1,0,0,1,0,0
322,1,0,0,1,0,0
323,1,0,0,1,0,0
324,1,0,0,1,0,0
325,1,0,1,0,0,0
326,1,0,0,0,0,1
327,1,0,0,0,1,0
328,1,0,1,0,0,0
329,1,1,0,0,0,0
330,1,0,0,0,0,1
331,1,0,0,1,0,0
332,1,0,1,0,0,0
333,1,0,1,0,0,0
334,1,1,0,0,0,0
335,1,0,1,0,0,0
336,1,0,0,0,0,1
337,1,0,0,0,1,0
338,1,1,0,0,0,0
339,1,0,0,0,0,1
340,1,0,0,0,1,0
341,1,0,0,0,0,1
342,1,0,0,0,1,0
343,1,0,0,0,0,1
344,1,0,0,0,1,0
345,1,0,0,1,0,0
346,1,0,1,0,0,0
347,1,0,1,0,0,0
348,1,0,0,1,0,0
349,1,0,1,0,0,0
350,1,0,1,0,0,0
351,1,0,0,0,0,1
352,1,0,1,0,0,0
353,1,1,0,0,0,0
354,1,0,0,0,1,0
355,1,0,0,0,0,1
356,1,0,0,0,0,1
357,1,0,0,0,1,0
358,1,0,0,1,0,0
359,1,0,0,1,0,0
360,1,0,1,0,0,0
361,1,1,0,0,0,0
362,1,0,0,0,1,0
363,1,0,0,0,1,0
364,1,0,0,0,0,1
365,1,1,0,0,0,0
366,1,0,1,0,0,0
367,1,0,1,0,0,0
368,1,0,1,0,0,0
369,1,0,0,0,0,1
370,1,0,1,0,0,0
371,1,1,0,0,0,0
372,1,1,0,0,0,0
373,1,0,1,0,0,0
374,1,0,1,0,0,0
375,1,0,0,0,0,1
376,1,1,0,0,0,0
377,1,0,1,0,0,0
378,1,0,1,0,0,0
379,1,0,1,0,0,0
380,1,0,1,0,0,0
381,1,0,0,1,0,0
382,1,0,0,1,0,0
383,1,0,0,0,0,1
384,1,0,1,0,0,0
385,1,0,0,0,0,1
386,1,0,1,0,0,0
387,1,1,0,0,0,0
388,1,0,0,0,1,0
389,1,0,1,0,0,0
390,1,0,0,0,0,1
391,1,0,1,0,0,0
392,1,0,0,0,1,0
393,1,0,0,0,0,1
394,1,0,0,0,0,1
395,1,1,0,0,0,0
396,1,0,1,0,0,0
397,1,0,0,0,0,1
398,1,0,0,0,1,0
399,1,0,0,0,1,0
400,1,0,0,0,0,1
401,1,0,0,0,0,1
402,1,0,1,0,0,0
403,1,0,1,0,0,0
404,1,0,0,0,1,0
405,1,0,0,1,0,0
406,1,0,1,0,0,0
407,1,0,0,1,0,0
408,1,0,0,0,1,0
409,1,1,0,0,0,0
410,1,0,0,0,0,1
411,1,0,0,0,0,1
412,1,0,0,0,1,0
413,1,0,0,0,1,0
414,1,0,0,0,0,1
415,1,0,0,1,0,0
416,1,0,0,0,0,1
417,1,0,1,0,0,0
418,1,0,1,0,0,0
419,1,0,1,0,0,0
420,1,0,0,0,0,1
421,1,0,0,1,0,0
422,1,0,1,0,0,0
423,1,0,0,1,0,0
424,1,0,0,0,0,1
425,1,0,0,0,1,0
426,1,0,0,0,1,0
427,1,0,1,0,0,0
428,1,0,1,0,0,0
429,1,0,1,0,0,0
430,1,0,1,0,0,0
431,1,0,1,0,0,0
432,1,0,1,0,0,0
433,1,0,0,1,0,0
434,1,0,1,0,0,0
435,1,1,0,0,0,0
436,1,0,0,0,0,1
437,1,0,0,0,0,1
438,1,0,0,1,0,0
439,1,0,0,0,0,1
440,1,0,0,0,0,1
441,1,0,0,0,0,1
442,1,0,0,0,0,1
443,1,0,1,0,0,0
444,1,0,1,0,0,0
445,1,0,1,0,0,0
446,1,1,0,0,0,0
447,1,0,0,0,0,1
448,1,0,1,0,0,0
449,1,0,0,0,1,0
450,1,0,1,0,0,0
451,1,0,0,1,0,0
452,1,0,0,0,1,0
453,1,0,0,0,0,1
454,1,0,1,0,0,0
455,1,0,1,0,0,0
456,1,0,0,0,1,0
457,1,0,0,1,0,0
458,1,1,0,0,0,0
459,1,1,0,0,0,0
460,1,0,0,0,1,0
461,1,0,0,0,0,1
462,1,0,1,0,0,0
463,1,0,0,0,1,0
464,1,0,0,0,0,1
465,1,0,0,0,1,0
466,1,0,0,1,0,0
467,1,0,1,0,0,0
468,1,0,0,0,1,0
469,1,0,1,0,0,0
470,1,0,0,1,0,0
471,1,1,0,0,0,0
472,1,0,1,0,0,0
473,1,0,1,0,0,0
474,1,1,0,0,0,0
475,1,0,1,0,0,0
476,1,0,0,0,0,1
477,1,0,1,0,0,0
478,1,0,0,1,0,0
479,1,0,0,0,1,0
480,1,0,0,0,1,0
481,1,0,0,0,1,0
482,1,0,1,0,0,0
483,1,0,0,0,1,0
484,1,0,1,0,0,0
485,1,0,1,0,0,0
486,1,0,0,0,0,1
487,1,0,1,0,0,0
488,1,0,0,0,0,1
489,1,0,0,0,1,0
490,1,0,1,0,0,0
491,1,0,0,1,0,0
492,1,0,1,0,0,0
493,1,0,0,0,1,0
494,1,1,0,0,0,0
495,1,0,1,0,0,0
496,1,0,0,0,0,1
497,1,0,0,0,0,1
498,1,0,0,0,1,0
499,1,0,1,0,0,0
500,1,0,0,0,0,1
501,1,0,1,0,0,0
502,1,0,0,0,1,0
503,1,0,0,0,0,1
504,1,0,0,0,0,1
505,1,0,0,1,0,0
506,1,0,0,0,0,1
507,1,0,0,0,0,1
508,1,1,0,0,0,0
509,1,0,1,0,0,0
510,1,0,0,0,1,0
511,1,0,0,0,0,1
512,1,1,0,0,0,0
513,1,0,1,0,0,0
514,1,0,0,0,0,1
515,1,0,0,1,0,0
516,1,0,0,0,1,0
517,1,0,0,0,0,1
518,1,0,0,0,1,0
519,1,0,0,0,0,1
520,1,0,1,0,0,0
521,1,0,0,0,0,1
522,1,0,0,0,0,1
523,1,0,0,0,1,0
524,1,0,1,0,0,0
525,1,1,0,0,0,0
526,1,0,1,0,0,0
527,1,1,0,0,0,0
528,1,0,0,0,0,1
529,1,1,0,0,0,0
530,1,0,0,0,0,1
531,1,1,0,0,0,0
532,1,0,0,0,0,1
533,1,0,0,0,0,1
534,1,0,1,0,0,0
535,1,0,0,1,0,0
536,1,0,1,0,0,0
537,1,0,0,0,1,0
538,1,0,1,0,0,0
539,1,0,0,0,0,1
540,1,0,1,0,0,0
541,1,0,0,0,0,1
542,1,0,0,0,0,1
543,1,0,0,0,1,0
544,1,0,1,0,0,0
545,1,0,0,1,0,0
546,1,0,0,0,1,0
547,1,0,0,0,0,1
548,1,0,0,1,0,0
549,1,1,0,0,0,0
550,1,1,0,0,0,0
551,1,0,0,1,0,0
552,1,1,0,0,0,0
553,1,0,0,1,0,0
554,1,0,0,0,1,0
555,1,0,0,0,1,0
556,1,0,1,0,0,0
557,1,0,0,0,0,1
558,1,0,0,0,0,1
559,1,0,0,1,0,0
560,1,0,1,0,0,0
561,1,0,0,0,0,1
562,1,0,1,0,0,0
563,1,1,0,0,0,0
564,1,0,0,1,0,0
565,1,0,1,0,0,0
566,1,1,0,0,0,0
567,1,0,1,0,0,0
568,1,1,0,0,0,0
569,1,0,0,1,0,0
570,1,1,0,0,0,0
571,1,0,0,0,0,1
572,1,0,0,0,1,0
573,1,0,0,0,0,1
574,1,1,0,0,0,0
575,1,1,0,0,0,0
576,1,0,0,0,0,1
577,1,0,0,0,0,1
578,1,1,0,0,0,0
579,1,0,0,0,0,1
580,1,0,1,0,0,0
581,1,0,1,0,0,0
582,1,0,0,0,0,1
583,1,1,0,0,0,0
584,1,0,0,0,1,0
585,1,0,0,0,0,1
586,1,0,0,0,0,1
587,1,0,0,1,0,0
588,1,0,1,0,0,0
589,1,0,0,0,1,0
590,1,1,0,0,0,0
591,1,0,0,0,0,1
592,2,0,0,0,0,1
593,2,0,0,1,0,0
594,2,1,0,0,0,0
595,2,0,1,0,0,0
596,2,0,1,0,0,0
597,2,0,0,1,0,0
598,2,0,0,0,0,1
599,2,0,0,0,0,1
600,2,0,0,0,0,1
601,2,0,0,0,0,1
602,2,1,0,0,0,0
603,2,1,0,0,0,0
604,2,0,0,1,0,0
605,2,0,0,0,0,1
606,2,0,0,0,0,1
607,2,1,0,0,0,0
608,2,0,1,0,0,0
609,2,0,0,0,1,0
610,2,0,0,1,0,0
611,2,0,0,1,0,0
612,2,0,1,0,0,0
613,2,0,0,1,0,0
614,2,0,0,0,0,1
615,2,1,0,0,0,0
616,2,0,0,0,0,1
617,2,1,0,0,0,0
618,2,1,0,0,0,0
619,2,1,0,0,0,0
620,2,1,0,0,0,0
621,2,0,0,0,0,1
622,2,0,0,1,0,0
623,2,1,0,0,0,0
624,2,0,0,0,1,0
625,2,0,0,0,0,1
626,2,0,0,1,0,0
627,2,0,0,1,0,0
628,2,0,0,0,1,0
629,2,1,0,0,0,0
630,2,0,0,1,0,0
631,2,0,0,0,1,0
632,2,0,0,0,0,1
633,2,0,0,1,0,0
634,2,0,0,0,0,1
635,2,0,0,0,0,1
636,2,0,0,0,1,0
637,2,1,0,0,0,0
638,2,0,1,0,0,0
639,2,0,0,1,0,0
640,2,0,0,0,1,0
641,2,0,0,1,0,0
642,2,1,0,0,0,0
643,2,0,0,0,0,1
644,2,0,0,1,0,0
645,2,0,0,0,1,0
646,2,1,0,0,0,0
647,2,0,0,0,0,1
648,2,1,0,0,0,0
649,2,0,1,0,0,0
650,2,0,0,0,1,0
651,2,0,0,0,0,1
652,2,0,0,1,0,0
653,2,0,0,1,0,0
654,2,0,0,1,0,0
655,2,0,0,0,1,0
656,2,0,1,0,0,0
657,2,0,0,1,0,0
658,2,1,0,0,0,0
659,2,1,0,0,0,0
660,2,0,0,1,0,0
661,2,1,0,0,0,0
662,2,0,0,1,0,0
663,2,0,0,0,1,0
664,2,0,1,0,0,0
665,2,0,0,1,0,0
666,2,0,0,0,1,0
667,2,0,0,0,0,1
668,2,0,0,0,0,1
669,2,0,0,0,1,0
670,2,0,0,1,0,0
671,2,0,0,1,0,0
672,2,0,0,1,0,0
673,2,1,0,0,0,0
674,2,0,1,0,0,0
675,2,0,0,0,0,1
676,2,0,0,0,1,0
677,2,0,0,0,0,1
678,2,0,0,1,0,0
679,2,0,0,1,0,0
680,2,1,0,0,0,0
681,2,0,1,0,0,0
682,2,0,0,0,0,1
683,2,1,0,0,0,0
684,2,0,1,0,0,0
685,2,0,1,0,0,0
686,2,0,0,0,0,1
687,2,0,0,0,0,1
688,2,0,0,0,1,0
689,2,0,0,0,0,1
690,2,0,0,1,0,0
691,2,0,1,0,0,0
692,2,0,0,0,1,0
693,2,0,0,0,0,1
694,2,0,0,0,0,1
695,2,0,0,1,0,0
696,2,0,0,0,0,1
697,2,1,0,0,0,0
698,2,0,0,1,0,0
699,2,0,0,0,0,1
700,2,0,0,0,0,1
701,2,0,1,0,0,0
702,2,0,0,0,1,0
703,2,0,0,1,0,0
704,2,1,0,0,0,0
705,2,0,1,0,0,0
706,2,0,1,0,0,0
707,2,0,0,0,0,1
708,2,0,0,0,1,0
709,2,0,0,0,0,1
710,2,0,0,0,0,1
711,2,0,0,0,0,1
712,2,0,0,0,1,0
713,2,0,1,0,0,0
714,2,1,0,0,0,0
715,2,0,1,0,0,0
716,2,0,0,0,0,1
717,2,0,0,1,0,0
718,2,0,1,0,0,0
719,2,0,0,0,1,0
720,2,1,0,0,0,0
721,2,0,0,0,0,1
722,2,0,0,1,0,0
723,2,0,0,0,0,1
724,2,0,0,0,1,0
725,2,0,0,0,0,1
726,2,0,0,0,1,0
727,2,0,0,0,1,0
728,2,0,0,0,0,1
729,2,0,0,1,0,0
730,2,0,0,1,0,0
731,2,0,0,0,0,1
732,2,0,0,0,0,1
733,2,0,0,0,1,0
734,2,0,0,0,1,0
735,2,0,0,0,0,1
736,2,0,0,0,0,1
737,2,0,0,1,0,0
738,2,0,0,1,0,0
739,2,0,1,0,0,0
740,2,0,0,1,0,0
741,2,0,0,0,0,1
742,2,1,0,0,0,0
743,2,0,0,0,0,1
744,2,0,0,0,1,0
745,2,0,0,1,0,0
746,2,0,0,0,1,0
747,2,1,0,0,0,0
748,2,1,0,0,0,0
749,2,0,1,0,0,0
750,2,0,0,1,0,0
751,2,0,1,0,0,0
752,2,0,0,0,0,1
753,3,0,0,0,1,0
754,3,0,0,1,0,0
755,3,0,0,0,1,0
756,3,1,0,0,0,0
757,3,0,0,0,0,1
758,3,0,0,0,0,1
759,3,0,0,1,0,0
760,3,0,0,1,0,0
761,3,0,0,0,1,0
762,3,0,0,0,1,0
763,3,0,0,0,1,0
764,3,1,0,0,0,0
765,3,0,0,0,1,0
766,3,0,0,0,0,1
767,3,0,0,0,1,0
768,3,1,0,0,0,0
769,3,0,0,0,0,1
770,3,0,0,0,0,1
771,3,0,0,0,0,1
772,3,0,0,1,0,0
773,3,0,0,0,0,1
774,3,0,1,0,0,0
775,3,0,0,0,1,0
776,3,0,0,0,0,1
777,3,0,1,0,0,0
778,3,0,0,0,1,0
779,3,0,1,0,0,0
780,3,0,0,1,0,0
781,3,0,0,0,1,0
782,3,0,0,1,0,0
783,3,1,0,0,0,0
784,3,1,0,0,0,0
785,3,0,0,0,1,0
786,3,0,0,0,0,1
787,3,0,0,0,0,1
788,3,0,0,0,1,0
789,3,0,0,0,1,0
790,3,0,0,0,0,1
791,3,0,0,0,0,1
792,3,1,0,0,0,0
793,3,0,0,0,0,1
794,3,0,0,0,0,1
795,3,0,1,0,0,0
796,3,0,0,0,0,1
797,3,0,0,0,0,1
798,3,0,0,0,0,1
799,3,0,1,0,0,0
800,3,0,0,0,0,1
801,3,1,0,0,0,0
802,3,1,0,0,0,0
803,3,0,0,0,1,0
804,3,1,0,0,0,0
805,3,0,0,1,0,0
806,3,0,0,0,0,1
807,3,0,0,1,0,0
808,3,0,0,0,0,1
809,3,0,0,0,1,0
810,3,0,0,1,0,0
811,3,0,0,0,0,1
812,3,0,0,0,1,0
813,3,1,0,0,0,0
814,3,1,0,0,0,0
815,3,0,0,0,0,1
816,3,0,1,0,0,0
817,3,0,0,1,0,0
818,3,1,0,0,0,0
819,3,1,0,0,0,0
820,3,0,0,1,0,0
821,3,0,1,0,0,0
822,3,1,0,0,0,0
823,3,0,0,0,1,0
824,3,0,1,0,0,0
825,3,0,0,1,0,0
826,3,0,1,0,0,0
827,3,0,0,0,0,1
828,3,0,0,0,1,0
829,3,1,0,0,0,0
830,3,0,0,0,0,1
831,3,0,0,1,0,0
832,3,0,0,1,0,0
833,3,0,0,0,1,0
834,3,0,0,0,0,1
835,3,0,0,0,1,0
836,3,1,0,0,0,0
837,3,0,0,1,0,0
838,3,0,0,1,0,0
839,3,0,0,0,0,1
840,3,1,0,0,0,0
841,3,1,0,0,0,0
842,3,0,0,0,0,1
843,3,0,0,0,0,1
844,3,0,1,0,0,0
845,3,1,0,0,0,0
846,3,0,0,1,0,0
847,3,1,0,0,0,0
848,3,0,1,0,0,0
849,3,0,0,0,0,1
850,3,1,0,0,0,0
851,3,0,0,1,0,0
852,3,0,0,0,1,0
853,3,0,0,0,0,1
854,3,1,0,0,0,0
855,3,0,0,0,1,0
856,3,0,0,0,1,0
857,3,0,0,1,0,0
858,3,0,0,0,0,1
859,3,0,0,0,0,1
860,3,0,0,0,1,0
861,3,0,0,1,0,0
862,3,0,0,0,0,1
863,3,1,0,0,0,0
864,3,0,0,0,1,0
865,3,0,0,1,0,0
866,3,0,0,1,0,0
867,3,0,0,0,0,1
868,3,0,0,0,1,0
869,3,0,0,0,1,0
870,3,0,0,0,0,1
871,3,1,0,0,0,0
872,3,0,0,1,0,0
873,3,1,0,0,0,0
874,3,0,0,0,1,0
875,3,0,0,1,0,0
876,3,0,1,0,0,0
877,3,0,1,0,0,0
878,3,0,0,0,1,0
879,3,0,0,0,1,0
880,3,0,0,0,1,0
881,3,1,0,0,0,0
882,3,0,0,0,0,1
883,3,1,0,0,0,0
884,3,0,1,0,0,0
885,3,1,0,0,0,0
886,3,0,0,1,0,0
887,3,0,1,0,0,0
888,3,0,0,0,1,0
889,3,0,0,0,1,0
890,3,1,0,0,0,0
891,3,1,0,0,0,0
892,3,0,0,0,1,0
893,3,0,0,0,1,0
894,3,0,1,0,0,0
895,3,0,0,0,1,0
896,3,1,0,0,0,0
897,3,0,0,0,0,1
898,3,0,1,0,0,0
899,3,0,0,1,0,0
900,3,0,0,0,1,0
901,3,0,0,0,1,0
902,3,0,1,0,0,0
903,3,0,0,0,0,1
904,3,0,0,0,0,1
905,3,0,1,0,0,0
906,3,0,0,1,0,0
907,3,1,0,0,0,0
908,3,0,0,0,1,0
909,3,1,0,0,0,0
910,3,0,0,0,0,1
911,3,1,0,0,0,0
912,3,1,0,0,0,0
913,3,0,0,0,1,0
914,3,0,0,0,1,0
915,3,0,0,0,0,1
916,3,0,0,0,0,1
917,3,0,1,0,0,0
918,3,0,0,0,1,0
919,3,0,0,0,1,0
920,3,1,0,0,0,0
921,3,0,0,0,0,1
922,3,1,0,0,0,0
923,3,0,1,0,0,0
924,3,0,1,0,0,0
925,3,0,1,0,0,0
926,3,1,0,0,0,0
927,3,1,0,0,0,0
928,3,0,0,0,0,1
929,3,0,0,0,0,1
930,3,0,1,0,0,0
931,3,0,0,0,0,1
932,3,0,0,1,0,0
933,3,0,0,0,1,0
934,3,0,1,0,0,0
935,3,1,0,0,0,0
936,3,0,0,0,1,0
937,3,0,0,1,0,0
938,3,1,0,0,0,0
939,3,0,0,1,0,0
940,3,0,0,0,0,1
941,3,0,0,0,1,0
942,3,0,0,0,0,1
943,3,0,0,0,0,1
944,3,1,0,0,0,0
945,3,1,0,0,0,0
946,3,0,1,0,0,0
947,3,0,0,0,1,0
948,3,0,0,0,0,1
949,3,0,0,0,0,1
950,3,0,1,0,0,0
951,3,1,0,0,0,0
952,3,0,0,1,0,0
953,3,0,1,0,0,0
954,3,0,0,0,0,1
955,3,0,1,0,0,0
956,3,0,0,0,0,1
957,3,0,0,0,1,0
958,3,0,1,0,0,0
959,3,0,0,1,0,0
960,3,0,1,0,0,0
961,3,0,0,1,0,0
962,3,0,0,0,0,1
963,3,0,0,0,0,1
964,3,0,0,0,1,0
965,3,1,0,0,0,0
966,3,1,0,0,0,0
967,3,1,0,0,0,0
968,3,0,0,0,0,1
969,3,1,0,0,0,0
970,3,0,1,0,0,0
971,3,0,0,0,1,0
972,3,0,0,0,0,1
973,3,0,0,0,1,0
974,3,0,0,0,0,1
975,3,1,0,0,0,0
976,3,0,0,0,0,1
977,3,0,1,0,0,0
978,3,0,1,0,0,0
979,3,0,1,0,0,0
980,3,0,1,0,0,0
981,3,0,1,0,0,0
982,3,0,0,0,0,1
983,3,1,0,0,0,0
984,3,0,0,0,1,0
985,3,0,0,0,0,1
986,3,0,0,0,0,1
987,3,1,0,0,0,0
988,3,1,0,0,0,0
989,3,0,0,0,0,1
990,3,0,1,0,0,0
991,3,0,0,0,0,1
992,3,1,0,0,0,0
